round	value	daily_double	category	comments	answer	question	air_date	notes
2	1000	no	MAMMALS	-	Known as Orcinus orca, it's the largest of the aquatic mammalian family Delphinidae	the killer whale	1995-02-16	1995 Teen Tournament final game 1.
2	200	no	NOTORIOUS	-	The October 1881 gunfight at this corral didn't end the feud between the Earps & the Clantons	the OK Corral	1995-02-16	1995 Teen Tournament final game 1.
2	400	no	NOTORIOUS	-	\"The Lodger", a novel about this legendary London murderer, has been made into 4 movies	Jack the Ripper	1995-02-16	1995 Teen Tournament final game 1.
2	600	no	NOTORIOUS	-	In May 1994 a Tennessee board rejected parole for this convicted assassin of Martin Luther King	James Earl Ray	1995-02-16	1995 Teen Tournament final game 1.
2	800	no	NOTORIOUS	-	In 1994 this terrorist also known as "The Jackal" was seized in Sudan & sent to France for trial	Carlos	1995-02-16	1995 Teen Tournament final game 1.
2	1000	no	NOTORIOUS	-	He was using the alias Jimmy Lawrence when killed at Chicago's Biograph Theater in 1934	John Dillinger	1995-02-16	1995 Teen Tournament final game 1.
2	200	no	ITALIAN SCIENCE	-	Giovanni Schiaparelli first described the canali, Italian for channels, of this planet	Mars	1995-02-16	1995 Teen Tournament final game 1.
2	400	no	ITALIAN SCIENCE	-	He won a 1919 Nobel Physics Prize for his work in wireless telegraphy	Marconi	1995-02-16	1995 Teen Tournament final game 1.
2	600	no	ITALIAN SCIENCE	-	Luigi Galvani is known for studying the effects of this stimulus on the muscles of frog legs	electricity	1995-02-16	1995 Teen Tournament final game 1.
2	2500	yes	ITALIAN SCIENCE	-	Evangelista Torricelli, who invented the barometer, was this scientist's secretary in 1641 & 1642	Galileo	1995-02-16	1995 Teen Tournament final game 1.
2	1000	no	ITALIAN SCIENCE	-	He found that different gases, at equal volumes, temperatures & pressures, have an equal number of molecules	Amedeo Avogadro	1995-02-16	1995 Teen Tournament final game 1.
2	200	no	\"G"EOGRAPHY	(Alex: Each correct response will begin with that letter of the alphabet.)	Only about 5% of this desert, Asia's largest is covered by sand dunes	the Gobi	1995-02-16	1995 Teen Tournament final game 1.
2	400	no	\"G"EOGRAPHY	(Alex: Each correct response will begin with that letter of the alphabet.)	The name of this Scottish city is Gaelic for "dear green place\"	Glasgow	1995-02-16	1995 Teen Tournament final game 1.
2	600	no	\"G"EOGRAPHY	(Alex: Each correct response will begin with that letter of the alphabet.)	Australia has made it illegal to collect coral from this 1,250-mile-long formation	the Great Barrier Reef	1995-02-16	1995 Teen Tournament final game 1.
2	800	no	\"G"EOGRAPHY	(Alex: Each correct response will begin with that letter of the alphabet.)	At 13,843 square miles, Peten is by far the largest department of this Central American republic	Guatemala	1995-02-16	1995 Teen Tournament final game 1.
2	1000	no	\"G"EOGRAPHY	(Alex: Each correct response will begin with that letter of the alphabet.)	This area off the coast of Newfoundland is the greatest cod-fishing region in the world	the Grand Banks	1995-02-16	1995 Teen Tournament final game 1.
3	0	no	AMERICAN HISTORY	-	This South Dakota community was the site of 2 clashes between the U.S. gov't & Indians, in 1890 & 1973	Wounded Knee	1995-02-16	1995 Teen Tournament final game 1.
1	100	no	ASTRONOMY & SPACE	-	In 1850 astronomer William Bond discovered this planet's third ring	Saturn	1995-02-17	1995 Teen Tournament final game 2.
1	200	no	ASTRONOMY & SPACE	-	During its 1986 visit, a 20-million-pound chunk of this comet was blown away	Halley's comet	1995-02-17	1995 Teen Tournament final game 2.
1	300	no	ASTRONOMY & SPACE	-	It was America's first, & so far only, space station	Skylab	1995-02-17	1995 Teen Tournament final game 2.
1	400	no	ASTRONOMY & SPACE	-	Laika, the first canine cosmonaut, flew aboard the 2nd of these Russian satellites in 1957	Sputnik	1995-02-17	1995 Teen Tournament final game 2.
1	500	no	ASTRONOMY & SPACE	-	In a national contest, students chose the name of this space shuttle that replaced the Challenger	Endeavour	1995-02-17	1995 Teen Tournament final game 2.
1	100	no	GAMES	-	Hey dude--in 1990 this TV show inspired a "Don't Have a Cow" dice game	The Simpsons	1995-02-17	1995 Teen Tournament final game 2.
1	200	no	GAMES	-	In Monopoly a question mark appears in each of the 3 spaces marked this	Chance	1995-02-17	1995 Teen Tournament final game 2.
1	300	no	GAMES	-	This milkcap game that's sweeping the world derives its name from a tropical juice drink	Pog	1995-02-17	1995 Teen Tournament final game 2.
1	400	no	GAMES	-	This game in which you repeat the pattern of 4 colored lights is billed as "The Ultimate Brain Battle\"	Simon	1995-02-17	1995 Teen Tournament final game 2.
1	500	no	GAMES	-	A fantastic island shrouded in intrigue & betrayal is at the heart of this top-selling CD-ROM game	Myst	1995-02-17	1995 Teen Tournament final game 2.
1	100	no	AMERICANA	-	It became capital of the Colorado Territory in 1867 & capital of Colorado in 1876	Denver	1995-02-17	1995 Teen Tournament final game 2.
1	200	no	AMERICANA	-	In the late 1800s the Republicans became known as the G.O.P., which stands for this	the Grand Old Party	1995-02-17	1995 Teen Tournament final game 2.
1	300	no	AMERICANA	-	O. Henry called this autumn holiday "the one day that is purely American\"	Thanksgiving	1995-02-17	1995 Teen Tournament final game 2.
1	400	no	AMERICANA	-	The nightly ghost tour of this 2nd colonial capital of Virginia visits popular local "haunts\"	Williamsburg	1995-02-17	1995 Teen Tournament final game 2.
1	500	no	AMERICANA	-	This first lady was vice president of her sophomore class at Georgia Southwestern College	Rosalynn Carter	1995-02-17	1995 Teen Tournament final game 2.
1	100	no	BIOGRAPHIES	-	\"Last Train to Memphis" covers this late rock singer's life up to his Army service in Germany	Elvis	1995-02-17	1995 Teen Tournament final game 2.
1	200	no	BIOGRAPHIES	-	Einhard's 9th century biography of this king was called "Vita Karoli Magni\"	Charlemagne	1995-02-17	1995 Teen Tournament final game 2.
1	300	no	BIOGRAPHIES	-	This "Silas Marner" author's first biographer was her husband, John Cross	George Eliot	1995-02-17	1995 Teen Tournament final game 2.
1	400	no	BIOGRAPHIES	-	J.W.D. Trythall's "El Caudillo" was a political biography of this 20th century Spanish leader	(Francisco) Franco	1995-02-17	1995 Teen Tournament final game 2.
1	500	no	BIOGRAPHIES	-	John H. Davis' book about this American political family 1848-1984 is subtitled "Dynasty & Disaster\"	the Kennedys	1995-02-17	1995 Teen Tournament final game 2.
1	100	no	VOCABULARY	-	If you're a fan of someone or something, be advised that fan is short for this	fanatic	1995-02-17	1995 Teen Tournament final game 2.
1	200	no	VOCABULARY	-	Term for a dog's snout, or a device that fits over it to prevent biting	a muzzle	1995-02-17	1995 Teen Tournament final game 2.
1	300	no	VOCABULARY	-	A synonym for vagabond, it starts with the same 3 letters	vagrant	1995-02-17	1995 Teen Tournament final game 2.
1	400	no	VOCABULARY	-	It's the 9-letter term for an officeholder who's a candidate for reelection	incumbent	1995-02-17	1995 Teen Tournament final game 2.
1	1500	yes	VOCABULARY	-	From the Latin for "earth", it's another word for patio	terrace	1995-02-17	1995 Teen Tournament final game 2.
1	100	no	FOOD POTPOURRI	-	You can make pudding & cookies, as well as pie, from the flesh of this jack-o-lantern gourd	a pumpkin	1995-02-17	1995 Teen Tournament final game 2.
1	200	no	FOOD POTPOURRI	-	This fast food chain officially introduced the Colonel's Rotisserie Gold in 1993	KFC (Kentucky Fried Chicken)	1995-02-17	1995 Teen Tournament final game 2.
1	300	no	FOOD POTPOURRI	-	The frosting for German chocolate cake contains this tropical ingredient, flaked & sweetened	coconut	1995-02-17	1995 Teen Tournament final game 2.
1	400	no	FOOD POTPOURRI	-	The name of this popular dip comes from the Nahuatl words ahuacatl-- "Avocado"-- & molli "sauce\"	guacamole	1995-02-17	1995 Teen Tournament final game 2.
1	500	no	FOOD POTPOURRI	-	This basic gumbo ingredient consists of tapering green pods that become sticky when stewed	okra	1995-02-17	1995 Teen Tournament final game 2.
2	200	no	THE 1880s	-	In 1881 this ex-president published "The Rise and Fall of the Confederate Government\"	Jeff Davis	1995-02-17	1995 Teen Tournament final game 2.
2	400	no	THE 1880s	-	In 1885 this female sharpshooter joined Buffalo Bill's Wild West Show	Annie Oakley	1995-02-17	1995 Teen Tournament final game 2.
2	600	no	THE 1880s	-	In 1888 he perfected his Kodak camera	(George) Eastman	1995-02-17	1995 Teen Tournament final game 2.
2	800	no	THE 1880s	-	The original site of this British observatory was established in 1884 as 0º longitude	Greenwich	1995-02-17	1995 Teen Tournament final game 2.
2	1000	no	THE 1880s	-	In 1886 this cartoonist left Harper's Weekly, where he had created the Republican elephant symbol	(Thomas) Nast	1995-02-17	1995 Teen Tournament final game 2.
2	200	no	ARCHITECTURE	-	Usually meaning a building used for gambling, it can also be an ornamental pavilion or small house	a casino	1995-02-17	1995 Teen Tournament final game 2.
2	400	no	ARCHITECTURE	-	This cast metal was used in building from the late 18th century until superseded by steel	iron	1995-02-17	1995 Teen Tournament final game 2.
2	600	no	ARCHITECTURE	-	All classical orders of these supports have a base except for the Greek doric	columns	1995-02-17	1995 Teen Tournament final game 2.
2	800	no	ARCHITECTURE	-	Ribbed vaults & flying buttresses are features of this style that followed Romanesque	Gothic	1995-02-17	1995 Teen Tournament final game 2.
2	1000	no	ARCHITECTURE	-	Frederick Law Olmsted, co-designer of Central Park, planned the Palo Alto campus of this university	Stanford	1995-02-17	1995 Teen Tournament final game 2.
2	200	no	ISLANDS	-	This Alaskan island chain lies at roughly the same latitude as England	the Aleutian Islands	1995-02-17	1995 Teen Tournament final game 2.
2	400	no	ISLANDS	-	3 of the world's 10 largest islands, Baffin, Victoria & Ellesmere belong to this country	Canada	1995-02-17	1995 Teen Tournament final game 2.
2	600	no	ISLANDS	-	It's the largest island in Narrangansett Bay	Rhode Island	1995-02-17	1995 Teen Tournament final game 2.
2	2000	yes	ISLANDS	-	The Iraklion Archaeological Museum on this Greek island features Minoan artifacts	Crete	1995-02-17	1995 Teen Tournament final game 2.
2	1000	no	ISLANDS	-	The Moluccas, or Spice Islands, belong to this island nation	Indonesia	1995-02-17	1995 Teen Tournament final game 2.
2	200	no	NOTABLE NAMES	-	This jeans maker who died in 1902 once served as director of the Wells Fargo Nevada National Bank	Levi Strauss	1995-02-17	1995 Teen Tournament final game 2.
2	1500	yes	NOTABLE NAMES	-	This labor leader who died in 1993 founded America's first successful union of farm workers	(Cesar) Chavez	1995-02-17	1995 Teen Tournament final game 2.
2	600	no	NOTABLE NAMES	-	This scientist was the 1st woman to win a Nobel Prize, & the 1st person to win it twice	Marie Curie	1995-02-17	1995 Teen Tournament final game 2.
2	800	no	NOTABLE NAMES	-	A 1988 National Geographic article said this explorer may have missed the North Pole in 1909 by 30 to 60 miles	(Robert) Peary	1995-02-17	1995 Teen Tournament final game 2.
2	1000	no	NOTABLE NAMES	-	In 1521 he wrote a pamphlet "On Monastic Vows" while hiding at Wartburg Castle	Martin Luther	1995-02-17	1995 Teen Tournament final game 2.
2	200	no	TRANSPORTATION	-	First used in Japan around 1870, this 2-wheeled cart was pulled by a runner	a rickshaw	1995-02-17	1995 Teen Tournament final game 2.
2	400	no	TRANSPORTATION	-	Usually drawn by 4-6 horses, this means of public transport got its name from resupply points along the route	a stagecoach	1995-02-17	1995 Teen Tournament final game 2.
2	600	no	TRANSPORTATION	-	In 1796 this steamboat designer published a "Treatise on the Improvement of Canal Navigation\"	(Robert) Fulton	1995-02-17	1995 Teen Tournament final game 2.
2	800	no	TRANSPORTATION	-	The Motor Carrier Act of 1935 gave this agency, the I.C.C., authority over motor vehicles	the Interstate Commerce Commission	1995-02-17	1995 Teen Tournament final game 2.
2	1000	no	TRANSPORTATION	-	On May 10, 1869 the Central Pacific & this railroad met at Promontory, Utah	the Union Pacific	1995-02-17	1995 Teen Tournament final game 2.
2	200	no	DRAMA	-	His first play, "The Trumpet Shall Sound", premiered in 1926, 12 years before "Our Town\"	Thornton Wilder	1995-02-17	1995 Teen Tournament final game 2.
2	400	no	DRAMA	-	He chose to premiere his play "Pygmalion" in Vienna in 1913	Shaw	1995-02-17	1995 Teen Tournament final game 2.
2	600	no	DRAMA	-	Commedia Dell'arte is also called "comedy of" these, which most of the actors wore on their faces	masks	1995-02-17	1995 Teen Tournament final game 2.
2	800	no	DRAMA	-	This southerner's 1964 play "The Eccentricities of a Nightingale" is a revision of his "Summer and Smoke\"	Tennessee Williams	1995-02-17	1995 Teen Tournament final game 2.
2	1000	no	DRAMA	-	The last play he wrote was "Oedipus at Colonus"; his grandson produced it after his death	Sophocles	1995-02-17	1995 Teen Tournament final game 2.
3	0	no	ENGLISH LITERATURE	-	Set in Scandinavia, not in Britain, it's the longest surviving epic poem written in Old English	Beowulf	1995-02-17	1995 Teen Tournament final game 2.
1	100	no	MATH	-	The name of this branch of math comes from the Arabic al-jabr, meaning "restoration\"	algebra	1995-02-20	-
1	200	no	MATH	-	Unlike odd numbers, even numbers are divisible by this	2	1995-02-20	-
1	300	no	MATH	-	Rarely used anymore, this calculating device employs logarithmic scales to multiply numbers	slide rule	1995-02-20	-
1	400	no	MATH	-	These can be measured in degrees or radians	angles	1995-02-20	-
1	500	no	MATH	-	These are whole numbers used for counting, including zero & negative numbers	integers	1995-02-20	-
1	100	no	TV TRIVIA	-	Fans of this '60s sitcom have been called "Jedheads\"	The Beverly Hillbillies	1995-02-20	-
1	200	no	TV TRIVIA	-	\"Going to Extremes" was set on Jantique, a fictional island, but filmed on this island, mon	Jamaica	1995-02-20	-
1	300	no	TV TRIVIA	-	Pat Corley, who plays Phil the bartender on this sitcom, is a former ballet dancer	Murphy Brown	1995-02-20	-
1	400	no	TV TRIVIA	-	In 1969 this "Twilight Zone" host entered a new dimension as host of the game show "Liars Club\"	Rod Serling	1995-02-20	-
1	500	no	TV TRIVIA	-	This Sally Field series was set in Puerto Rico	The Flying Nun	1995-02-20	-
1	100	no	U.S. HISTORY	-	With the nation in a financial panic, FDR ordered this type of holiday a day after his inauguration	bank holiday	1995-02-20	-
1	200	no	U.S. HISTORY	-	The Battle of Bladensburg in August 1814 preceded the burning of this city by the British	Washington, D.C.	1995-02-20	-
1	500	yes	U.S. HISTORY	-	In an 1823 address, he declared that the Americas were closed to new European colonization	James Monroe	1995-02-20	-
1	400	no	U.S. HISTORY	-	When it first met in 1789, the House of Representatives had 65 members; today it's set at this many	435	1995-02-20	-
1	500	no	U.S. HISTORY	-	In March 1776 the Marine Corps made its 1st landing, at New Providence in this Caribbean island group	the Bahamas	1995-02-20	-
1	100	no	LEGENDS	-	Altdorf in the Uri canton is the home of this legendary archer	William Tell	1995-02-20	-
1	200	no	LEGENDS	-	Legend says that the father of this Arthurian wizard was an incubus	Merlin	1995-02-20	-
1	300	no	LEGENDS	-	Vachel Lindsay wrote a poem "In Praise of" this wandering seed spreader	Johnny Appleseed	1995-02-20	-
1	400	no	LEGENDS	-	Dagon, the Philistine god of fertility, is the legendary inventor of this basic piece of farm equipment	plow	1995-02-20	-
1	500	no	LEGENDS	-	Scottish water spirits called Kelpies take the shape of these animals & drown their riders	horses	1995-02-20	-
1	100	no	LONDON	-	The ashes of this father of psychoanalysis are housed in Golders Green Crematorium	Sigmund Freud	1995-02-20	-
1	200	no	LONDON	-	The Tomb of the Unknown Warrior & shrine of Edward the Confessor are in this abbey	Westminster Abbey	1995-02-20	-
1	300	no	LONDON	-	This bridge, London's most spectacular, was built by Jones & Barry in 1894	Tower Bridge	1995-02-20	-
1	400	no	LONDON	-	You can ride down Rotten Row in this 340-acre central London park	Hyde Park	1995-02-20	-
